Num,District,Park_division,Park_name,Road_address ,Parcel_address,Park_overview,Park_area,Main_facility,Sporting_goods,Guidemap,Direction,Use_notes,Image,Park_number,Latitude,Longitude,Shortcut,Grade,Keyword
570,금천구,근린공원,산기슭공원,서울특별시 금천구 독산로54길 6,서울특별시 금천구 시흥동 산138-3,,8412,"조합놀이대, 다목적운동장","공중걷기, 파도타기, 허리돌리기, 상체근육풀기, 달리기, 역기올리기, 레그프레스, 윗몸일으키기, 등허리지압기, 거꾸로매달리기, 하체근육풀기, 양팔줄당기기, 평행봉, 상체운동",,,,,02-2627-1655,37.46364031,126.9076165,,,운동
571,금천구,근린공원,감로천생태공원,,서울특별시 금천구 독산동 373,감로천 생태공원내 생태연못은 도시화로 훼손되어 사라진 자연적인 습지를 대신하여 다양한 생물들이 서식할 수 있는 인공습지 유형 중의 하나로 자연수림의 복원은 물론 기존 지형을 이용하여 지역 주민들이 일상적인 생활에서 쉽게 이용할 수 있는 공간으로 조성되어져 있으며 목재 데크에서 연못의 수생식물과 다양한 동식물 등을 관찰할 수 있고 황톳길을 따라 산책하기 좋다.,15000,"연못 3개소, 목재 데크, 황토길, 지압로, 공원등(12)","공중걷기, 파도타기, 허리돌리기, 상체근육풀기, 레그프레스, 윗몸일으키기, 거꾸로매달리기, 철봉, 평행봉",,버스(G 지선 B 간선 R 광역 Y 순환) 독산4동 주민센터 앞에서 하차 → 정심초등학교 방면 10분 G 5620 5619 독산정훈단지 앞에서 하차 → 정심초등학교 방면 15분 B 505 마을버스 → 8번(금천문화체육센터 정문앞 하차)  문의전화 금천구청 공원녹지과 ☏2627-1653  주차장 주차가능 수 : 15대 주차장 면적 : 약 400㎡,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,http://parks.seoul.go.kr/file/info/view.do?fIdx=1913,02-2627-1655,37.46964774,126.9079262,,,"운동, 산책"
572,금천구,소공원,도하소공원,,서울특별시 금천구 독산1동 1149,,3057.7,"조합놀이대, 음수대",,,,,,02-2627-1657,37.458753,126.896014,,,
573,금천구,소공원,박미사랑소공원,,서울특별시 금천구 시흥동 963-1,,2162.6,음수대,"공중걷기, 파도타기, 허리돌리기, 달리기, 역기내리기, 거꾸로매달리기, 좌식싸이클",,,,,02-2627-1657,37.437907,126.904519,,,운동
574,금천구,어린이공원,별장길어린이공원,,서울특별시 금천구 시흥5동 925-32,,971.4,"조합놀이대, 그네, 흔들놀이, 시소, 모래테이블, 회전의자, 음수대","허리돌리기, 상체근육풀기, 달리기, 레그프레스, 양팔줄당기기, 좌식싸이클",,,,,02-2627-1654,37.448147,126.908596,,,운동
575,금천구,어린이공원,은행어린이공원,,서울특별시 금천구 시흥5동 836,,865,"조합놀이대, 그네, 흔들놀이",,,,,,02-2627-1654,37.452119,126.906993,,,
576,금천구,어린이공원,느티나무어린이공원,,서울특별시 금천구 시흥4동 817,,939.2,"조합놀이대, 흔들놀이, 다람쥐통나무터널, 음수대","파도타기, 레그프레스",,,,,02-2627-1654,37.456225,126.906735,,,운동
577,금천구,어린이공원,송록어린이공원,,서울특별시 금천구 시흥4동 791-35,,947.1,조합놀이대,"공중걷기, 상체근육풀기",,,,,02-2627-1654,37.461247,126.906169,,,운동
578,금천구,어린이공원,효봉어린이공원,,서울특별시 금천구 시흥4동 4-28,,503,조합놀이대,"공중걷기, 파도타기, 허리돌리기, 어깨근육풀기, 거꾸로매달리기",,,,,02-2627-1654,37.460754,126.910507,,,운동
579,금천구,어린이공원,신흥어린이공원,,서울특별시 금천구 시흥4동 4-128,,312,"조합놀이대, 흔들놀이",,,,,,02-2627-1654,37.459874,126.907849,,,
580,금천구,어린이공원,장미어린이공원,,서울특별시 금천구 시흥4동 3-82,,1207,"조합놀이대, 흔들놀이, 모래테이블, 음수대",,,,,,02-2627-1654,37.461586,126.912238,,,
581,금천구,어린이공원,산장어린이공원,,서울특별시 금천구 시흥4동 3-17,,678,"조합놀이대, 그네, 흔들놀이, 모래테이블, 자가발전자전거, 음수대","파도타기, 상체근육풀기, 달리기, 역기올리기, 레그프레스 ",,,,,02-2627-1654,37.460931,126.912588,,,운동
582,금천구,어린이공원,단군어린이공원,,서울특별시 금천구 시흥4동 169-21,,250,조합놀이대,"공중걷기, 허리돌리기, 달리기, 어깨근육풀기",,,,,02-2627-1654,37.45569721,126.9086435,,,운동
583,금천구,어린이공원,진달래어린이공원,,서울특별시 금천구 시흥3동 970-3,,992.2,"조합놀이대, 그네, 모래테이블, 자가발전자전거, 음수대","공중걷기, 파도타기, 허리돌리기, 상체근육풀기, 역기내리기, 입식싸이클, 거꾸로매달리기, 좌식싸이클",,,,,02-2627-1654,37.434878,126.904883,,,운동
584,금천구,어린이공원,까치어린이공원,,서울특별시 금천구 시흥3동 959-2,,925.3,"조합놀이대, 그네, 시소, 흔들놀이, 음수대","공중걷기, 파도타기, 허리돌리기, 등허리지압기, 거꾸로매달리기, 양팔줄당기기",,,,,02-2627-1654,37.439645,126.905003,,,운동
585,금천구,어린이공원,비둘기어린이공원,,서울특별시 금천구 시흥3동 947-4,,985.2,"조합놀이대, 그네, 시소, 흔들놀이, 음수대","공중걷기, 파도타기, 허리돌리기, 상체근육풀기, 등허리지압기, 달리기, 역기올리기",,,,,02-2627-1654,37.441597,126.906264,,,운동
586,금천구,어린이공원,꾸러기어린이공원,,서울특별시 금천구 시흥3동 943-16,,359.4,"조합놀이대, 그네, 음수대","허리돌리기, 상체근육풀기, 양팔줄당기기",,,,,02-2627-1654,37.443219,126.905877,,,운동
587,금천구,어린이공원,중앙어린이공원,,서울특별시 금천구 시흥1동 791,,1515,"조합놀이대, 그네, 음수대, 배드민턴장","레그프레스, 등허리지압기, 하체근육풀기",,,,,02-2627-1654,37.44561107,126.9005113,,,운동
588,금천구,어린이공원,풍림어린이공원,,서울특별시 금천구 시흥1동 789,,2195,"조합놀이대, 흔들놀이, 시소, 음수대","상체근육풀기, 달리기, 레그프레스, 등허리지압기, 하체근육풀기",,,,,02-2627-1654,37.44783408,126.9012021,,,운동
589,금천구,어린이공원,부장천어린이공원,서울특별시 금천구 금하로 668,서울특별시 금천구 시흥1동 893,,944,"조합놀이대, 흔들놀이, 그네, 시소",,,,,,02-2627-1654,37.45266794,126.9044062,,,
590,금천구,어린이공원,해태어린이공원,,서울특별시 금천구 시흥1동 871-24,,962.6,"조합놀이대, 흔들놀이, 그네, 시소","공중걷기, 파도타기, 허리돌리기, 상체근육풀기, 등허리지압기",,,,,02-2627-1654,37.457773,126.901866,,,운동
591,금천구,어린이공원,새재미어린이공원,,서울특별시 금천구 시흥1동 855,,1185.2,"조합놀이대, 흔들놀이, 그네","공중걷기, 허리돌리기, 상체근육풀기, 달리기, 역기올리기, 어깨근육풀기, 윗몸일으키기, 거꾸로매달리기, 양팔줄당기기",,,,,02-2627-1654,37.459026,126.904239,,,운동
592,금천구,어린이공원,남서울어린이공원,,서울특별시 금천구 시흥1동 986-2,,1155.7,"게이트볼장, 음수대","레그프레스, 어깨근육풀기, 윗몸일으키기, 등허리지압기",,,,,02-2627-1654,37.448336,126.902123,,,운동
593,금천구,어린이공원,소망어린이공원,서울특별시 금천구 독산로75길 12-7,서울특별시 금천구 독산4동 196-8,,998,"조합놀이대, 그네, 회전놀이대, 흔들그릇, 음수대","공중걷기, 파도타기, 허리돌리기",,,,,02-2627-1654,37.46936829,126.9016706,,,운동
594,금천구,어린이공원,쌈지어린이공원,,서울특별시 금천구 독산4동 189-1,,982.8,"조합놀이대, 등반놀이대, 음수대","공중걷기, 허리돌리기, 상체근육풀기, 달리기, 좌식싸이클",,,,,02-2627-1654,37.470894,126.904015,,,운동
595,금천구,어린이공원,옥계어린이공원,서울특별시 금천구 시흥대로86길 20,서울특별시 금천구 독산2동 1067-9,,1058.6,"조합놀이대, 그네","공중걷기, 허리돌리기, 달리기, 철봉",,,,옥계어린이집,02-2627-1654,37.460149,126.900302,,,운동
596,금천구,어린이공원,무지개어린이공원,서울특별시 금천구 시흥대로90길 60-3,서울특별시 금천구 독산2동 1063-14,,972.1,"조합놀이대, 흔들놀이, 회전의자, 모래테이블, 자가발전자전거, 음수대","공중걷기, 허리돌리기, 상체근육풀기, 달리기, 역기올리기, 평행봉, 역기",,,,,02-2627-1654,37.46282267,126.9009392,,,운동
597,금천구,어린이공원,푸른골어린이공원,,서울특별시 금천구 독산2동 1038-9,,977.3,"조합놀이대, 흔들놀이, 그네, 시소, 음수대","공중걷기, 파도타기, 허리돌리기, 역기올리기, 등허리지압기",,,,,02-2627-1654,37.466546,126.903303,,,운동
598,금천구,어린이공원,다람쥐어린이공원,서울특별시 금천구 벚꽃로18길 33,서울특별시 금천구 독산1동 999-11,,1019.6,"조합놀이대, 흔들놀이, 그네",,,,,독산1동어린이집,02-2627-1654,37.46824515,126.8908193,,,
599,금천구,어린이공원,두산어린이공원,서울특별시 금천구 시흥대로123길 91,서울특별시 금천구 독산1동 298-1,,974.9,"조합놀이대, 흔들놀이, 음수대","허리돌리기, 달리기, 역기올리기, 어깨근육풀기",,,,,02-2627-1654,37.47303262,126.8942618,,,운동
600,금천구,어린이공원,철쭉어린이공원,서울특별시 금천구 금하로1마길 15-8,서울특별시 금천구 독산1동 1112,,1501.6,"조합놀이대, 우주탐사놀이, 버섯회전놀이, 스프링시소","공중걷기, 허리돌리기, 상체근육풀기, 달리기, 역기올리기, 좌식싸이클",,,,,02-2627-1654,37.45288913,126.8896337,,,운동
601,금천구,어린이공원,파랑새어린이공원,,서울특별시 금천구 독산1동 1095-1,,1500,"조합놀이대, 흔들놀이, 시소","파도타기, 허리돌리기, 역기올리기, 어깨근육풀기, 등허리지압기",,,,,02-2627-1654,37.454889,126.888937,,,운동
602,금천구,어린이공원,참새어린이공원,서울특별시 금천구 한내로 55,서울특별시 금천구 독산1동 1088-2,,1500.1,"조합놀이대, 흔들놀이, 그네, 음수대","공중걷기, 레그프레스, 역기내리기, 좌식싸이클",,,,,02-2627-1654,37.45695474,126.8871937,,,운동
603,금천구,어린이공원,골말어린이공원,,서울특별시 금천구 가산동 28-2,,1485,"조합놀이대, 흔들놀이, 음수대","공중걷기, 파도타기, 허리돌리기, 상체근육풀기, 달리기, 역기올리기, 윗몸일으키기, 거꾸로매달리기, 철봉",,,,,02-2627-1654,37.482876,126.884528,,,운동
604,금천구,어린이공원,무아래어린이공원,,서울특별시 금천구 가산동 234-29,,1162.6,"조합놀이대, 흔들놀이, 음수대","파도타기, 허리돌리기, 달리기, 역기올리기, 어깨근육풀기",,,,,02-2627-1654,37.473337,126.893278,,,운동
605,금천구,어린이공원,조마어린이공원,서울특별시 금천구 시흥대로149가길 6,서울특별시 금천구 가산동 148-11,,1003,"조합놀이대, 시소, 그네, 흔들놀이","공중걷기, 파도타기, 허리돌리기, 상체근육풀기, 역기올리기, 등허리지압기, 좌식싸이클",,,,,02-2627-1654,37.47561479,126.8955477,,,운동
606,금천구,어린이공원,한사랑어린이공원,,서울특별시 금천구 독산4동 925-2,,585.9,"조합놀이대, 흔들놀이, 그네, 음수대","공중걷기, 파도타기, 허리돌리기, 상체근육풀기, 달리기, 거꾸로매달리기",,,,,02-2627-1654,37.467716,126.904573,,,운동
607,금천구,어린이공원,반수어린이공원,서울특별시 금천구 독산로93길 18,서울특별시 금천구 독산3동 980-44,,990.6,"조합놀이대, 음수대","공중걷기, 파도타기, 허리돌리기, 상체근육풀기, 역기올리기, 등허리지압기, 거꾸로매달리기",,,,,02-2627-1654,37.4740151,126.902233,,,운동
608,금천구,어린이공원,구룡어린이공원,,서울특별시 금천구 독산3동 964,,934.9,"조합놀이대, 흔들놀이, 그네, 시소","공중걷기, 파도타기, 허리돌리기, 상체근육풀기, 윗몸일으키기, 등허리지압기",,,,,02-2627-1654,37.477891,126.902278,,,운동
609,금천구,어린이공원,남문어린이공원,,서울특별시 금천구 독산3동 160-6,,883.6,"조합놀이대, 음수대","허리돌리기, 어깨근육풀기",,,,,02-2627-1654,37.472321,126.900396,,,운동
610,금천구,어린이공원,동산어린이공원,서울특별시 금천구 독산로54길 247,서울특별시 금천구 독산3동 993-29,,1017.2,"조합놀이대, 그네","파도타기, 허리돌리기, 상체근육풀기",,,,,02-2627-1654,37.47292006,126.9059645,,,운동
611,금천구,어린이공원,목화어린이공원,,서울특별시 금천구 독산3동 883-9,,985.8,"조합놀이대, 흔들놀이, 그네 ,시소, 음수대","공중걷기, 허리돌리기, 어깨근육풀기, 윗몸일으키기, 등허리지압기, 양팔줄당기기",,,,,02-2627-1654,37.477455,126.907262,,,운동
612,금천구,어린이공원,꿈나무어린이공원,,서울특별시 금천구 독산2동 378-434,,567,"조합놀이대,흔들놀이,그네","공중걷기, 허리돌리기, 상체근육풀기, 달리기, 역기올리기",,,,,02-2627-1654,37.46351982,126.9049179,,,운동
613,금천구,어린이공원,정훈어린이공원,,서울특별시 금천구 독산2동 378-4,,1094,"조합놀이대,흔들놀이,그네",,,,,,02-2627-1654,37.46567731,126.9063221,,,
614,금천구,어린이공원,무궁화어린이공원,,서울특별시 금천구 독산2동 378-291,,1336,"조합놀이대, 음수대","공중걷기, 허리돌리기, 달리기, 양팔줄당기기",,,,,02-2627-1654,37.464377,126.904391,,,운동
615,금천구,자연공원,만수천공원(관악산),,서울특별시 금천구 독산동 산8 일대,자연생태 체험교실 숲에서 놀자!! 등 자연체험 프로그램이 진행되는 생태연못(습지) 미네랄이 함유된 약수터 운동 공간인 배드민턴장 2개소와 휄스형 체육시설 에어로빅 등 생활체육 프로그램이 운영되는 다목적 광장 또한 산벚나무 복자기 노루오줌 옥잠화 등 다양한 수목과 야생초화가 식재되어 있어 금천구민들이 휴식 및 운동공간으로 즐겨 찾는 도심속의 공원임.,19650,"체육시설 : 생활체육시설, 독산테니스장(8면), 배드민턴장(2개소), 다목적 광장. 편익시설 : 정자(3동), 화장실(2개소), 만수천, 약수터",,http://parks.seoul.go.kr/cheditor/attach/20110614/EibneElL.jpg,지하철 1호선 독산역 : 1번출구 - 금천08 마을버스 탑승 - 독산3동 주민센터 하차 - 난곡방면 200m 우측 - 독산고등학교 옆 현대수퍼팬시 골목길 - 영남초등학교 정문과 독산고등학교 사잇길로 올라감 버스(G 지선 B 간선 R 광역 Y 순환) G 5525 독산3동 주민센터 하차 - 난곡방면 200m 우측 독산고등학교 - 독산고등학교 옆 현대수퍼팬시 골목길 - 영남초등학교 정문과 독산고등학교 사잇길로 올라감 승용차 시흥사거리 - 독산사거리 - 독산사거리에서 우회전 - 독산동길(20m) 까지 직진 - 독산동길(20m) 삼거리에서 좌회전 - 문성골길 삼거리에서 우회전(독산고 방향) - 독산고등학교 옆 현대수퍼팬시 골목길 - 영남초등학교 정문과 독산고등학교 사잇길로 올라감,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 목줄을 채우고 배설물은 스스로 치웁니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,http://parks.seoul.go.kr/file/info/view.do?fIdx=1529,02-2627-1662~6,37.4734274,126.9090028,,,
616,노원구,기타공원,수락산시공원,,서울특별시 노원구 상계 산3-1,수락산의 명칭은 내원암 일대 계곡에 바위가 벽을 이루고 있어 물이 굴러떨어지므로 수락이라 하였다는 설과 골짜기 물이 맑아 금류 은류 옥류라는 폭포를 이루어 떨어지는 자태에서 이름이 붙여졌다는 전설도 있으며 명당 기슭에는 선조의 생부인 덕흥대원군의 묘역과 흥국사 내원암 덕릉고개가 있으며 왕실의 지원으로 사찰들이 번창한 곳이다. 수락계곡지구 노원골 지구 동막골 지구로 세부 되어 있으며 수락계곡지구는 벽운 유원지와 연계하여 조성하고 기존의 약수터 야영장을 정비하여 인근 주민들의 휴식공간으로 활용하고 있고 동막골 지구는 약수터 체력단련장 임간교실 자연학습원을 만들 계획이다.,6691885.3,"통제소 1, 화장실 25","거꾸리, 등허리지압기, 등허리펴기, 레그레프트, 매달리기, 바 웨이트, 사이드스윙, 숄더휠, 스텝사이클, 윗몸일으키기, 철봉, 크로스컨트리, 풀웨이트, 하체근육풀기, 허리돌리기",,지하철 4호선 당고개역 하차 도보 10분거리 수락산 방향 4호선 상계역 하차 7호선 수락산역 3번 출구 도보 이용  버스(G 지선 B 간선 R 광역 Y 순환) 15 20 20-2 215 235-1 45-2 745 R 720 731 745  문의처 노원구청 공원녹지과 02)2116-3942~68  주차장 수락산역 공영주차장: 수락산역 3번출구 동막골 주차장 위치 : 상계3.4동 31번지외 2필지 면적 : 3300㎡(약1000평) 주차면수 : 120면   접근방법(교통) 제3등산로 : 7호선 수락산역 1번출구 하차 (도보로 10~15분 소요) 제4등산로 : 7호선 수락산역 3번출구 하차  (도보로 10~15분 소요) 제8등산로 : 4호선 당고개역역 하차 (도보로 15~20분 소요),일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다.,http://parks.seoul.go.kr/file/info/view.do?fIdx=1855,02-2116-3966,37.691731,127.065515,,,운동
617,노원구,기타공원,불암산시공원,서울특별시 노원구 한글비석로12길 51-49,서울특별시 노원구 중계 산101-1,불암산은 서울과 경기 남양주의 경계를 이루며 덕릉고개를 사이에 두고 수락산과 이웃하고 있는 산이다. 불암산은 사암으로 된 산이라 수목이 울창하지는 않지만 능선은 기암으로 이어지고 봄의 철쭉은 화원을 연상케 한다. 북한산과 더불어 암벽등산 훈련 코스로 적당한 곳이어서 휴일이면 암벽 장비를 둘러맨 클라이머들이 끊이지 않고 찾는다. 정상에서는 북한산 도봉산 비봉 보현봉 등이 눈앞에 펼쳐진다.,5332422,"통제소 1, 화장실 27","거꾸로매달리기, 공중걷기, 노젓기, 등허리지압기, 매달리기, 상체근육풀기, 역기대, 역기올리기, 오금펴기, 윗몸일으키기, 철봉, 파도타기, 평균대, 평행봉, 하체근육풀기, 허리돌리기",http://parks.seoul.go.kr/cheditor/attach/20110614/EibneElL.jpg,지하철 1호선 독산역 : 1번출구 - 금천08 마을버스 탑승 - 독산3동 주민센터 하차 - 난곡방면 200m 우측 - 독산고등학교 옆 현대수퍼팬시 골목길 - 영남초등학교 정문과 독산고등학교 사잇길로 올라감 버스(G 지선 B 간선 R 광역 Y 순환) G 5525 독산3동 주민센터 하차 - 난곡방면 200m 우측 독산고등학교 - 독산고등학교 옆 현대수퍼팬시 골목길 - 영남초등학교 정문과 독산고등학교 사잇길로 올라감 승용차 시흥사거리 - 독산사거리 - 독산사거리에서 우회전 - 독산동길(20m) 까지 직진 - 독산동길(20m) 삼거리에서 좌회전 - 문성골길 삼거리에서 우회전(독산고 방향) - 독산고등학교 옆 현대수퍼팬시 골목길 - 영남초등학교 정문과 독산고등학교 사잇길로 올라감,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 목줄을 채우고 배설물은 스스로 치웁니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,http://parks.seoul.go.kr/file/info/view.do?fIdx=1529,02-2116-3943,37.65550069,127.0810229,,,운동
618,노원구,근린공원,상계근린공원,서울특별시 노원구 동일로227길 106(상계동),서울특별시 노원구 상계 620,,30479.4,"다목적운동장, 배드민턴장, 조깅트랙, 화장실","2단철봉, 공중걷기, 달리기, 등허리지압기, 레그익스텐션, 버터플라이, 사이드스윙, 상체근육풀기, 역기올리기, 오금펴기, 윗몸일으키기, 철봉운동기구, 트위스트, 파도타기, 평행봉, 푸쉬웨이트",,,,,,37.66943969,127.0504391,,,운동
619,노원구,근린공원,갈말근린공원,"서울특별시 노원구 동일로 227길 85 (상계동, 상계주공11단지 아파트)",,,10000.9,"배드민턴장, 광장","역기올리기, 허리돌리기, 달리기, 윗몸일으키기, 파도타기, 어깨유연성운동, 상체근육풀기",,,,,,37.66649445,127.0523458,,,운동
620,노원구,근린공원,갈울근린공원,서울특별시 노원구 상계로9나길8 (상계동),서울특별시 노원구 상계 644,,9668.9,"정자, 배드민턴장, 야외무대","허리돌리기, 역기올리기, 역기내리기, 트윈터닝암, 크로스워킹, 롤링웨이브, 다리스트레칭, 윗몸일으키기",,,,,,37.66026956,127.0682487,,,운동
621,노원구,근린공원,원터근린공원,"서울특별시 노원구 동일로214길 21 (상계동, 상계주공4단지 아파트)",서울특별시 노원구 상계753-2,,10121.4,"배드민턴장, 지압보도","파도타기, 상체근육풀기, 공중걷기, 등허리지압기, 철봉, 허리돌리기, 양다리운동, 파도타기, 허리돌릭, 달리기, 윗몸일으키기",,,,,,37.65043388,127.0627597,,,운동
622,노원구,근린공원,느티울근린공원,서울특별시 노원구 동일로213길 52(상계동),서울특별시 노원구 상계 741,,10000.1,"정자, 장미원","써핑롤링머신, 큰활차머신, 스윙워커머신, 지압기, 레그스트레치머신, 웨이트레이너머신, 싣업머신, 트위스트머신, 거꾸로매달리기, 줄당기기",,,,,,37.64825944,127.0582117,,,운동
623,노원구,근린공원,당현천근린공원,서울특별시 노원구 동일로 1342,서울특별시 노원구 상계 762-1,,9652.5,"광장, 정자, 화장실","달리기, 체스트프레스, 허리돌리기, 하체흔들기, 철봉운동기구",,,,,,37.64858127,127.0631162,,,"운동, 벚꽃길, 산책"
624,노원구,근린공원,온수근린공원,서울특별시 노원구 노원로 510(상계동),,,17946.2,"배드민턴장, 약수터, 화장실","거꾸리, 공중걷기, 달리기, 등허리지압운동, 레그스트레치, 롤링웨이스트, 워밍암, 온몸근육풀기, 윗몸일으키기, 철봉운동기구, 크로스컨트리, 트윈트위스트, 파도타기, 평행봉, 허리돌리기, 하체흔들기",,,,,,37.66093582,127.0625872,,,운동
625,노원구,근린공원,중계근린공원,서울특별시 노원구 동일로 1229(중계동),,,22727.4,"바닥분수, 실버카페, 광장, 화장실","스텝싸이클, 워밍암, 허리돌리기, 롤링웨이스트, 스텝싸이클, 거꾸로매달리기, 터닝트위스트, 철봉, 평행봉, 벤치프레스, 팔운동, 트위스트, 러닝사이클, 사이드스윙",,,,,,37.63896059,127.0663439,,,운동
626,노원구,근린공원,삿갓봉근린공원,서울특별시 노원구 한글비석로 346 (중계동),,,10652.9,"파고라, 운동장, 화장실","스트레칭로라, 크로스컨트리, 롤링웨이스트, 체어웨이트, 트윈워밍암, 터닝트위스트, 트윈바디싣업, 체어플, 스텝싸이클, 거꾸로매달리기, 허리돌리기, 윗몸일으키기",,,,,,37.65795085,127.0763791,,,운동
627,노원구,근린공원,노해근린공원,서울특별시 노원구 노원로22길 1 (중계동),서울특별시 노원구 중계 360-18,,34646.8,"운동장, 정자, 인라인스케이트장, 야외무대","워밍암, 윗몸일으키기, 체스트프레스, 하체흔들기, 평행봉, 등허리지압기, 바디싣업, 크로스컨트리, 달리기, 철봉, 허리돌리기, 러닝사이클, 허리돌리기",,,,,,37.64815891,127.0706988,,,운동
628,노원구,근린공원,양지근린공원,서울특별시 노원구 한글비석로5길 40(중계동),서울특별시 노원구 중계 362,,10508.1,"정자, 조합놀이대, 화장실","허리돌리기, 평행봉, 2단철봉, 파도타기, 공중걷기, 달리기운동, 윗몸일으키기, 역기올리기, 역기내리기, 노젓기운동, 오금펴기, 상체근육풀기, 하체흔들기, 평행봉, 허리돌리기, 등허리지압기, 어깨유연성운동",,,,,,37.64545701,127.0748343,,,운동
629,노원구,근린공원,충숙근린공원,서울특별시 노원구 한글비석로 144 (하계동),,,12627.7,"파고라, 약수터, 화장실","2인용체어풀, 거꾸로매달리기, 공중걷기, 다리근육풀기, 등허리지압기, 레그프레스, 양팔줄당기기, 어깨근육풀기, 역기올리기, 온몸근육풀기, 입식헬스싸이클, 좌식헬스싸이클, 철봉운동기구, 평행봉, 하이풀리운동기구, 하체흔들기, 허리돌리기",,,,,,37.64032374,127.0768006,,,운동
630,노원구,근린공원,골마을근린공원,서울특별시 노원구 한글비석로 107 (하계동),서울특별시 노원구 하계 251-8,,9808.1,"파고라, 화장실, 농구장","평행봉, 공중걷기, 파도타기, 허리돌리기, 달리기",,,,,,37.63840479,127.0737532,,,운동
631,노원구,근린공원,공릉동근린공원,서울특별시 노원구 화랑로 540 (공릉동),서울특별시 노원구 공릉 63,,11540,"정자, 운동장, 화장실","파도타기, 달리기, 다리근육풀기, 윗몸일으키기, 허리돌리기, 자유평행봉, 자유철봉, 상체근육풀기, 공중걷기, 허리돌리기",,,,,,37.62069727,127.0863497,,,운동
632,노원구,근린공원,가재울근린공원,서울특별시 노원구 동일로210길 86,서울특별시 노원구 중계 515-4,,10483.9,"게이트볼장, 정자, 화장실","철봉, 평행봉, 하체흔들기, 윗몸일으키기, 역기올리기, 공중걷기, 3인허리돌리기",,,,,,37.64933229,127.067101,,,운동
633,노원구,근린공원,초안산 시공원,서울특별시 노원구 마들로5길 91,서울특별시 노원구 월계 산1,,950643,"체육시설, 캠핑장 등","거꾸로매달리기, 공중걷기, 달리기, 레그프레스, 레그스트레칭, 사이드스윙, 상체근육풀기, 스트레칭로라, 싸이클, 어깨근육풀기, 역기, 옆파도타기, 온몸근육풀기, 윗몸일으키기, 철봉, 체스트프레스, 체어웨이트, 체어풀, 크라임스텝퍼, 크로스컨트리, 평행봉, 트렁크웨이트, 허리돌리기, 하체돌리기",,,,,,37.64354863,127.0514595,,,운동
634,노원구,근린공원,한글비근린공원,서울특별시 노원구 노원로18길 41,서울특별시 노원구 하계동 288-2,,13614.5,"조합놀이대, 파고라, 광장","온몸역기올리기, 오버턴스트레칭, 파도타기, 온몸허리돌리기",,,,,,37.64451398,127.0729253,,,운동
635,노원구,근린공원,비석골근린공원,서울특별시 노원구 월계로45가길 57 (월계동),,,10022,"정자, 조합놀이대, 배드민턴장","거꾸로매달리기, 등허리펴기, 등허리근육풀기, 사이드스윙, 상체일으키기, 숄더휠, 앉아무릎펴기, 옆파도타기, 철봉, 평행봉, 풀웨이트, 허리돌리기",,,,,,37.63120563,127.0502954,,,운동
636,노원구,근린공원,벽운근린공원,서울특별시 노원구 동일로248가길 17 (상계동),,,13142.9,"정자, 광장, 산책로, 화장실","달리기, 공중걷기, 역기올리기내리기, 파도타기, 매달리기, 트윈터닝암, 평행봉, 허리돌리기, 철봉",,,,,,37.68028441,127.0571666,,,운동
637,노원구,근린공원,달맞이근린공원,서울특별시 노원구 덕릉로 483 (중계동),,,8838.9,"교통공원시설, 조합놀이대, 화장실","파도타기, 윗몸일으키기, 철봉, 공중걷기",,,,,,37.64560824,127.0627148,,,운동
638,노원구,근린공원,솔밭근린공원,"서울특별시 노원구 화랑로51길 17 (공릉로, 화랑타운아파트)",,,11459.1,"파고라, 체육시설","입식헬스싸이클, 공중걷기, 평행봉, 역기올리기, 허리돌리기, 팔굽혀펴기, 윗몸일으키기, 철봉, 어깨유연성운동, 파도타기, 줄타기, 달리기, 공중걷기, 거꾸로매달리기",,,,,,37.62307724,127.0893655,,,운동
